	HypoPNAF1CNT1	HypoPNAF1CNT3	HypoPNAF1CNT4	HypoPNAF1DHT2	HypoPNAF1DHT4
Mast4	1	2	1	0	3
Gm16416	0	0	0	1	0
Srek1	0	2	0	1	3
Erbin	0	0	3	2	2
Nln	0	2	0	0	1
Sgtb	1	0	0	0	0
Trappc13	2	1	0	1	3
Trim23	1	0	0	0	2
Ppwd1	0	0	0	0	1
Cwc27	0	0	0	1	2
Srek1ip1	2	2	2	4	2
Fam159b	0	0	0	1	0
Rgs7bp	0	1	0	0	0
Rnf180	0	0	1	0	2
Ipo11	0	2	1	0	0
Dimt1	0	2	0	0	3
Kif2a	2	0	0	1	1
Zswim6	0	0	0	0	1
Ndufaf2	0	3	1	4	3
Smim15	1	0	1	3	2
Ercc8	1	0	1	0	1
Elovl7	0	0	0	0	0
Pde4d	0	0	0	1	1
Rps3a3	1	4	2	8	2
Rab3c	2	2	5	3	1
Plk2	0	0	1	3	0
Gpbp1	2	0	2	1	0
Gm10736	15	20	11	42	43
Mier3	0	1	1	0	1
Map3k1	0	0	0	0	3
Il6st	0	0	2	4	7
Gm3226	5	3	1	3	9
Slc38a9	0	3	1	0	1
Plpp1	2	2	1	1	2
Skiv2l2	0	1	0	1	3
Dhx29	0	1	0	0	0
Gpx8	4	3	0	1	3
Snx18	0	1	1	2	1
Arl15	1	0	0	0	0
Ndufs4	4	5	6	9	16
Fst	0	0	0	2	1
Mocs2	1	2	4	4	6
Itga1	1	0	1	0	0
Isl1	1	0	0	1	1
Parp8	0	0	1	1	2
Emb	0	1	1	0	1
Gm6421	0	0	0	0	0
Hcn1	1	0	1	1	0
Mrps30	0	0	2	2	2
Paip1	2	2	0	1	1
4833420G17Rik	1	0	0	1	0
Hmgcs1	7	5	5	11	18
Nim1k	0	0	0	1	0
Zfp131	0	0	0	1	2
Gm36161	0	0	0	2	2
Rab10os	0	1	0	2	0
Rab10	4	1	2	5	8
Kif3c	2	1	1	1	2
1110002L01Rik	0	0	2	2	1
Asxl2	1	0	2	0	3
Dtnb	0	0	0	1	2
Dnmt3a	3	1	0	4	6
Pomc	6	3	3	8	6
Efr3b	2	2	0	1	3
D0jc27	1	0	2	1	2
Adcy3	1	3	1	1	2
Cenpo	0	0	0	2	0
Ptrhd1	2	2	0	4	5
Ncoa1	1	0	1	1	3
Itsn2	0	2	0	5	4
Gm6682	1	0	2	1	5
Sf3b6	0	3	1	3	9
Fkbp1b	1	0	0	0	0
Wdcp	0	0	0	0	0
Ubxn2a	0	1	1	0	1
Atad2b	0	0	1	1	0
Ldah	0	0	0	3	1
Rhob	0	2	0	1	4
Pum2	1	4	2	4	2
Sdc1	1	3	5	5	9
Laptm4a	15	9	11	33	37
Wdr35	1	1	0	0	0
Ttc32	1	0	0	1	2
Rdh14	0	0	0	2	0
Pgk1-rs7	2	0	1	0	1
Smc6	1	1	1	5	2
Vsnl1	2	0	1	1	0
Gm4294	1	0	0	8	5
Fam49a	1	2	0	1	1
4921511I17Rik	1	0	1	0	1
Rpl36-ps3	3	0	0	4	7
Mycn	0	0	1	1	0
Ddx1	1	1	3	6	10
Nbas	0	0	0	2	0
Trib2	0	1	1	5	8
Lpin1	1	3	0	0	3
Ntsr2	7	1	1	3	0
Greb1	0	1	3	6	15
E2f6	1	1	0	1	1
Rock2	1	2	4	1	3
2410004P03Rik	0	1	0	0	0
Kcnf1	0	0	0	0	0
Gm10054	0	1	0	0	0
Pdia6	5	6	3	12	15
Odc1	1	2	2	0	5
Hpcal1	3	0	2	0	3
Gm49327	0	0	0	0	0
Bnip3l-ps	0	1	1	0	3
Mrto4-ps1	0	0	0	1	1
Zfp125	1	0	0	0	0
Asap2	1	1	1	0	1
Itgb1bp1	0	1	2	0	1
Cpsf3	2	2	2	1	4
Iah1	0	1	0	3	2
Adam17	0	1	2	1	2
Ywhaq	10	7	5	21	27
Gm19196	0	0	1	0	1
Gm47441	0	0	0	1	0
Taf1b	0	0	0	1	1
Grhl1	0	1	0	1	0
Gm6969	0	0	0	2	3
Klf11	0	1	0	0	0
Rrm2	0	0	0	0	0
2900060N12Rik	0	0	0	0	0
Mboat2	0	0	0	2	3
Kidins220	3	2	1	2	7
Id2	1	5	4	8	8
Gm47750	5	1	5	2	4
Rnf144a	0	0	1	0	2
Rsad2	0	1	0	0	0
Cmpk2	0	1	2	0	1
Gm9866	2	2	0	0	1
Sox11	0	1	0	0	0
Colec11	0	2	0	1	0
Rps7	17	11	9	35	65
R0seh1	1	0	0	0	2
Adi1	0	2	0	1	4
Trappc12	2	0	0	2	5
Eipr1	1	1	0	0	0
Gm20208	0	0	2	0	0
Myt1l	2	0	0	2	2
Pxdn	1	2	2	3	5
Tmem18	0	0	0	1	2
Acp1	3	2	4	6	8
Sh3yl1	0	0	0	0	1
Gm6992	0	1	1	1	0
Lamb1	0	1	1	4	1
Dld	0	3	0	4	4
Cbll1	0	1	1	1	0
Bcap29	0	0	0	0	2
Cog5	0	3	0	1	0
Gpr22	1	0	0	0	0
Hbp1	0	1	1	4	6
Prkar2b	2	1	1	10	9
0mpt	0	0	0	1	1
Sypl	0	2	0	3	4
F730043M19Rik	0	1	0	0	0
Atxn7l1	0	1	0	1	0
Efcab10	1	0	0	0	0
Twistnb	0	2	1	2	2
Snx13	0	1	0	0	0
Ahr	0	0	0	0	1
Tspan13	2	2	0	1	2
Bzw2	0	1	1	3	1
Ankmy2	0	0	0	0	1
Gm7252	1	0	0	1	0
Dgkb	1	1	0	1	2
Etv1	1	0	0	2	0
Arl4a	0	0	1	0	2
Ifrd1	0	1	1	0	1
Zfp277	1	1	1	1	4
Dock4	0	0	0	3	2
Immp2l	0	1	0	0	0
Lrrn3	0	0	0	0	0
D0jb9	0	1	0	1	1
Pnpla8	0	1	1	1	2
Nrcam	2	2	1	1	1
Stxbp6	0	1	0	0	1
Nova1	0	0	0	0	0
Gm7392	0	2	1	0	2
Gm7476	0	0	1	1	1
Prkd1	0	0	0	0	1
Gm7172	0	0	1	0	0
G2e3	0	0	0	2	1
Scfd1	0	0	1	3	3
Strn3	3	2	2	4	2
Ap4s1	0	0	0	1	2
Hectd1	0	3	0	5	3
Heatr5a	0	0	1	0	1
Dtd2	0	2	1	3	0
Nubpl	0	0	0	0	0
Arhgap5	3	1	0	3	3
Akap6	1	1	1	0	2
Egln3	0	0	1	0	1
Gm6218	0	0	0	1	1
Sptssa	3	2	0	3	2
Eapp	1	1	2	2	0
Snx6	1	1	1	4	0
Cfl2	1	0	0	2	1
Baz1a	0	1	0	1	0
2700097O09Rik	0	0	0	1	0
Srp54a	2	2	1	4	2
Srp54b	1	1	0	0	0
1700047I17Rik2	3	0	0	1	2
Srp54c	1	0	2	0	5
Ppp2r3c	0	0	0	3	2
Psma6	3	4	3	6	10
Nfkbia	3	1	5	6	6
Ralgapa1	2	2	0	3	0
Brms1l	0	1	0	1	1
Mbip	0	0	0	0	1
Prps1l3	0	0	0	0	0
Mipol1	1	0	0	1	1
Sstr1	0	0	0	0	0
Clec14a	0	2	1	3	0
Sec23a	0	1	1	3	2
Gemin2	0	0	0	0	1
Trappc6b	4	1	1	7	2
Pnn	0	3	1	3	3
Gm5786	2	1	0	1	1
Mia2	3	2	2	0	2
Fbxo33	1	0	0	0	0
Klhl28	0	1	0	1	3
Togaram1	0	0	0	1	0
Prpf39	0	0	0	1	1
Fkbp3	5	5	3	7	7
Fancm	0	0	0	0	1
Mdga2	2	0	0	0	0
Rpl17-ps3	0	1	2	0	2
Gm7868	0	0	0	1	1
Rps29	22	31	22	51	67
Rn7s1	2	4	1	2	3
Mgat2	0	0	2	0	5
Klhdc1	0	0	0	0	1
Klhdc2	2	2	1	4	4
Nemf	0	2	0	5	4
Rn7s2	5	8	9	4	13
Arf6	1	1	0	1	2
Vcpkmt	0	0	0	1	0
Sos2	0	0	2	0	0
L2hgdh	0	0	0	0	1
Atp5s	0	1	0	0	3
Cdkl1	0	0	0	0	2
Map4k5	0	0	0	0	2
Atl1	2	0	0	0	2
Sav1	0	0	0	0	0
Nin	0	1	0	0	4
Pygl	0	0	1	1	1
Trim9	2	3	1	3	4
Tmx1	3	5	6	7	4
Frmd6	0	0	0	0	2
Actr10	1	2	2	5	2
Psma3	4	7	9	10	13
3110056K07Rik	0	0	1	1	1
Arid4a	0	0	2	1	2
Timm9	0	1	4	3	4
Daam1	0	0	2	1	0
Gpr135	1	2	0	0	0
L3hypdh	0	0	0	1	1
Jkamp	1	1	3	2	7
Rtn1	19	11	5	13	17
Lrrc9	0	1	0	0	0
Pcnx4	1	3	0	0	1
Dhrs7	1	1	3	3	7
Ppm1a	13	0	1	4	2
M0t1	1	1	1	3	0
Trmt5	0	1	0	0	0
Slc38a6	2	0	0	0	1
Prkch	0	0	1	0	0
Hif1a	0	1	0	1	2
S0pc1	1	0	0	1	0
Syt16	1	0	0	0	0
1700086L19Rik	0	1	0	1	0
Dbpht2	1	0	0	0	0
Rhoj	0	2	1	0	5
Ppp2r5e	0	0	1	1	2
Wdr89	1	0	0	0	0
Sgpp1	0	1	0	1	4
Syne2	1	3	7	6	12
Esr2	0	0	1	2	2
Mthfd1	0	0	0	1	0
Akap5	1	0	0	0	0
Zbtb1	0	1	0	0	0
Hspa2	0	0	0	0	0
Plekhg3	1	0	0	0	0
Sptb	0	1	0	0	0
Churc1	0	1	0	0	2
Fntb	0	0	0	1	0
Rab15	1	1	0	2	0
Max	2	1	0	1	4
Fut8	1	0	1	1	3
Gm48226	0	0	0	0	2
Gphn	0	2	0	0	0
Mpp5	0	1	2	1	0
Atp6v1d	5	2	1	0	3
Eif2s1	1	3	1	4	0
Tmem229b	1	0	0	0	1
Plekhh1	2	1	0	0	1
Arg2	0	0	0	0	0
Vti1b	9	6	7	4	9
Rdh11	0	1	0	2	0
Rdh12	0	0	0	0	0
Zfyve26	0	1	0	0	0
Zfp36l1	2	0	2	1	5
Gm26669	2	0	0	0	0
2310015A10Rik	1	0	2	1	1
Actn1	0	0	1	4	6
Dcaf5	0	1	0	3	3
Exd2	2	0	1	1	1
Galnt16	3	0	1	3	0
Erh	8	9	7	13	18
Slc39a9	1	1	0	1	0
Susd6	0	2	0	0	2
Srsf5	6	4	5	10	14
Smoc1	1	1	1	0	3
Slc8a3	2	0	0	0	0
Gm20498	1	0	0	0	1
Cox16	1	2	3	0	2
Hspe1-ps2	0	3	0	2	4
Synj2bp	0	0	0	0	2
Med6	0	0	0	0	3
Ttc9	0	1	1	0	0
Pcnx	1	1	0	0	2
Sipa1l1	1	1	0	2	1
Rgs6	0	1	0	0	1
Dcaf4	0	0	2	0	3
Zfyve1	0	1	0	0	1
Rbm25	5	4	3	5	7
Psen1	1	1	0	0	1
Numb	0	0	0	2	3
Acot1	0	0	0	0	0
D0l1	1	1	0	1	0
Pnma1	1	0	0	1	0
Elmsan1	0	1	0	0	1
Ptgr2	2	1	0	1	3
Zfp410	0	0	0	0	1
Coq6	1	0	0	1	3
Entpd5	1	1	0	0	0
Bbof1	1	0	0	1	0
Rnf113a2	0	0	0	2	1
Aldh6a1	1	5	1	1	1
Lin52	0	0	1	0	1
Abcd4	0	0	0	0	2
Npc2	4	12	12	21	15
Isca2	7	7	1	3	8
Arel1	0	0	0	0	0
Fcf1	1	3	0	2	7
Ylpm1	4	2	2	2	2
Dlst	4	1	2	4	2
Rps6kl1	1	1	0	2	2
Pgf	0	0	0	1	0
Eif2b2	0	1	2	1	1
Acyp1	1	1	2	3	2
Zc2hc1c	0	0	0	0	0
Nek9	3	2	3	0	6
Tmed10	3	6	5	15	10
Fos	1	0	0	0	0
Erg28	2	7	1	2	3
Ttll5	1	2	0	0	1
Tgfb3	0	0	1	0	1
Ift43	1	2	0	5	2
Gpatch2l	0	1	0	1	1
Gm10095	8	10	9	16	36
Irf2bpl	0	2	0	0	2
Cipc	0	0	0	0	2
Zdhhc22	1	1	0	2	0
Tmem63c	1	0	2	2	1
Ngb	3	1	2	3	4
Pomt2	1	0	0	0	0
Gstz1	2	5	1	2	4
Tmed8	1	0	0	2	0
Vipas39	1	0	1	2	3
Ahsa1	9	5	3	9	9
Sptlc2	0	0	0	2	7
Alkbh1	0	0	1	2	3
Slirp	7	2	4	10	10
Snw1	5	3	0	4	13
Oog1	0	0	0	1	1
Gm2099	1	2	0	0	0
Gm5789	0	0	0	0	0
Adck1	0	0	0	1	1
Nrxn3	4	0	1	0	2
Dio2	0	0	1	0	1
Tshr	0	2	0	0	0
Gtf2a1	0	0	0	2	0
Ston2	0	0	0	0	1
Sel1l	2	3	1	5	6
Gm21007	1	0	0	0	0
Flrt2	0	0	0	2	3
Gm6863	0	0	1	0	1
Galc	1	1	0	1	0
Gpr65	1	0	1	0	0
Kcnk10	0	0	0	0	0
Spata7	1	1	1	0	1
Ptpn21	0	0	0	2	0
Zc3h14	0	1	2	1	1
Eml5	0	0	0	1	1
Ttc8	1	0	2	0	2
Foxn3	0	1	2	4	2
3300002A11Rik	0	0	0	0	0
Tdp1	0	1	1	1	0
Kcnk13	0	0	0	0	0
Psmc1	6	8	5	10	5
Nrde2	0	0	1	1	0
Calm1	75	70	47	69	97
Ttc7b	0	0	0	0	0
Gm48382	0	0	1	1	0
Ccdc88c	0	0	1	0	0
Ppp4r3a	1	0	1	2	0
D130020L05Rik	0	0	0	1	0
Fbln5	0	1	1	1	1
Trip11	1	1	1	2	3
Atxn3	0	0	1	2	0
AC121965.1	5	8	5	12	10
Cpsf2	0	0	0	3	2
Lgmn	4	11	10	13	13
Golga5	1	0	0	1	0
Chga	5	4	3	7	3
Itpk1	2	1	0	0	1
Moap1	1	1	0	0	0
Tmem251	0	0	1	0	2
Ubr7	0	3	0	0	1
Btbd7	0	1	0	0	0
Gm7143	0	0	0	4	1
Unc79	0	0	1	0	0
Asb2	0	1	0	0	0
Ddx24	3	3	1	4	5
Gm47260	0	0	0	0	0
Ifi27	4	12	6	13	13
Ifi27l2a	12	16	8	5	16
Serpi05	0	0	0	4	4
Serpi03a	0	0	1	1	1
Serpi03c	0	0	0	2	3
Serpi03g	0	0	0	2	1
Serpi03n	5	2	0	1	1
Dicer1	0	1	0	2	2
Clmn	0	2	0	0	1
Gm28875	0	0	0	0	0
Snhg10	0	1	0	0	1
Glrx5	1	3	1	1	0
Tu0r	1	0	0	0	0
D430019H16Rik	1	0	0	2	2
Atg2b	1	1	1	1	2
Gskip	1	1	2	2	4
Ak7	1	1	0	0	0
Papola	3	4	1	4	5
Vrk1	0	1	0	0	2
Bcl11b	0	2	0	0	0
Setd3	2	0	1	1	3
Ccnk	0	0	1	0	0
Ccdc85c	1	0	0	1	1
Hhipl1	0	0	0	0	1
Cyp46a1	2	0	0	1	1
Eml1	1	1	1	1	3
Evl	2	1	2	3	4
Yy1	0	0	0	1	1
Slc25a29	0	0	0	0	0
Wars	3	0	2	1	2
Wdr25	0	0	0	0	0
Begain	2	0	0	0	0
Dlk1	1	1	1	0	2
Meg3	64	45	42	38	48
Mir136	1	0	0	0	0
Rian	5	3	3	7	3
Gm37899	0	1	0	1	1
Mirg	0	0	1	0	2
Gm3379	2	2	3	2	4
Gm6988	0	2	0	1	3
Ppp2r5c	4	1	2	2	4
Gm19605	0	0	0	0	0
Dync1h1	6	5	6	6	8
Hsp90aa1	19	14	10	21	27
Wdr20	0	0	0	2	1
Mok	0	0	0	2	0
Zfp839	0	0	0	0	2
Mpc1-ps	1	0	0	0	0
Cinp	2	1	0	2	0
Tecpr2	1	0	1	2	3
Rps19-ps6	1	3	3	3	8
Ankrd9	0	1	1	1	0
Rcor1	1	1	0	1	1
Traf3	0	0	0	1	1
A230087F16Rik	0	0	0	0	0
Cdc42bpb	2	0	2	1	1
Lbhd2	3	1	1	3	3
Tnfaip2	0	0	1	0	0
Gm40578	0	0	0	0	0
Eif5	5	2	4	10	11
Mark3	1	1	1	4	1
Ckb	32	18	18	21	25
Trmt61a	1	0	0	1	1
Bag5	0	1	0	1	1
Apopt1	0	1	1	2	6
Gm15996	0	0	0	0	1
Klc1	8	7	3	11	5
Xrcc3	2	0	0	0	0
Zfyve21	1	2	0	2	2
Ppp1r13b	1	1	0	0	2
2010107E04Rik	17	10	5	21	27
A530016L24Rik	0	1	1	0	1
Tmem179	2	3	1	3	4
Inf2	0	1	0	2	1
Adssl1	2	0	0	0	1
Siva1	1	3	1	6	4
Akt1	1	2	1	4	3
Cep170b	1	1	1	0	5
Pld4	0	2	0	0	1
Ah0k2	1	0	0	0	0
BC022687	0	0	0	1	1
Cdca4	0	1	1	2	2
Jag2	0	0	0	1	0
Nudt14	0	0	0	1	1
Brf1	0	0	0	0	1
Btbd6	0	0	0	0	1
Pacs2	0	1	0	2	1
Mta1	3	1	0	0	1
Crip2	3	5	4	9	10
Crip1	3	6	4	5	11
Tmem121	0	0	0	0	1
Igha	1	0	1	0	1
Ighd	0	0	1	2	2
Ighm	1	3	0	0	1
Zfp386	0	0	0	1	0
Wdr60	1	1	0	1	2
Esyt2	0	1	0	1	2
Ncapg2	0	0	0	0	1
Ptprn2	0	0	0	0	1
Rapgef5	1	0	0	0	0
Itgb8	2	1	0	2	0
Tmem196	0	1	1	0	0
Selenop	6	8	10	20	23
Ghr	1	2	0	3	3
Fbxo4	1	0	0	1	0
AW549877	0	0	1	0	2
Oxct1	9	3	1	5	7
Plcxd3	0	0	0	0	2
Gm16374	0	0	0	0	1
C7	0	0	1	3	1
Rpl37	33	20	10	72	68
Gm10250	2	0	0	1	1
Prkaa1	2	0	0	1	1
Ttc33	4	0	2	1	6
Dab2	1	1	1	0	4
Fyb	1	0	0	0	0
Gm7666	1	2	0	0	1
Rictor	1	0	1	0	3
Osmr	0	1	0	0	2
Lifr	1	2	2	2	0
Wdr70	0	1	0	0	3
AC123611.1	0	0	0	2	1
Nup155	1	0	0	0	0
2410089E03Rik	0	2	1	3	0
Nipbl	1	0	2	0	5
Slc1a3	3	5	2	2	4
0dk2	0	0	0	1	3
Lmbrd2	1	0	1	0	2
Capsl	0	1	0	0	1
Prlr	3	10	3	12	16
D0jc21	1	1	0	1	0
Brix1	2	0	0	4	1
Rad1	0	0	1	2	1
Rai14	0	0	1	1	2
Rxfp3	1	0	0	0	0
Tars	1	1	0	3	1
Npr3	0	0	0	0	1
Sub1	7	3	3	14	15
Zfr	2	1	1	2	1
Gm2573	0	0	0	1	0
Mtmr12	0	0	0	1	1
Golph3	0	0	1	5	3
Pdzd2	1	0	1	1	2
Gm2606	0	1	0	0	0
6030458C11Rik	0	0	0	1	2
Drosha	2	1	0	1	4
Cdh6	1	0	0	0	0
Cdh9	0	0	0	0	1
Cdh10	0	0	0	0	2
Cdh18	0	0	0	1	0
Gm6533	1	4	1	0	1
Basp1	17	2	3	3	3
Myo10	1	2	1	6	5
Retreg1	2	0	2	0	1
Zfp622	1	1	0	4	0
Ank	1	1	0	3	1
Otulin	0	0	0	1	1
Fam105a	0	1	1	1	0
Trio	1	3	0	2	1
D0h5	0	0	1	0	1
Ctnnd2	4	0	0	1	3
Dap	0	0	2	1	3
06-Mar	0	3	1	1	3
Cmbl	2	2	1	1	2
Cct5	7	6	10	10	11
Fam173b	1	1	0	3	3
Snhg18	0	4	0	9	9
Sema5a	0	2	1	5	7
Sdc2	3	4	0	3	1
Cpq	4	0	1	3	5
Tspyl5	1	0	0	0	1
Mtdh	1	1	2	7	6
9930017N22Rik	1	0	0	1	2
Laptm4b	2	1	2	1	3
Matn2	3	3	2	3	7
Rpl30	30	27	15	45	72
Rida	1	1	1	1	2
Pop1	0	1	1	0	0
Stk3	0	1	0	1	1
Vps13b	1	0	1	2	0
Cox6c	35	22	19	39	47
Polr2k	1	2	0	3	5
Rnf19a	0	0	0	1	0
Ankrd46	2	0	1	4	1
Pabpc1	12	6	4	18	22
Ywhaz	11	9	4	8	20
Zfp706	6	2	3	9	9
Ncald	9	2	0	3	3
Rrm2b	0	0	0	1	0
Gm3362	0	3	0	0	2
Ubr5	1	1	1	5	0
Klf10	1	0	0	3	0
Azin1	3	2	0	3	6
Atp6v1c1	0	3	2	3	2
Baalc	0	0	0	0	0
Cthrc1	2	0	0	0	1
Slc25a32	1	0	0	2	3
Dcaf13	1	1	0	1	1
Rims2	0	1	4	0	2
Lrp12	1	0	0	0	1
Oxr1	1	2	0	2	2
AC138715.1	0	0	1	0	0
Angpt1	0	1	0	2	0
Eif3e	1	6	2	7	4
Emc2	3	0	0	1	2
Nudcd1	0	0	0	3	0
Eny2	5	6	3	8	10
Ebag9	1	3	0	0	0
Sybu	3	0	1	0	0
Csmd3	0	0	0	0	0
Trps1	2	0	0	2	0
Eif3h	7	5	4	14	16
Rad21	0	2	1	2	3
Gm2387	0	0	0	1	0
Med30	0	0	0	0	0
Ext1	1	1	1	5	1
Samd12	0	0	0	0	0
Tnfrsf11b	1	0	0	0	0
Mal2	1	0	0	0	1
Enpp2	1	5	5	3	4
Taf2	0	0	2	0	0
Deptor	2	2	2	1	3
Col14a1	0	0	1	1	0
Mrpl13	0	2	2	2	5
Sntb1	1	0	0	0	0
Zhx2	0	0	1	0	0
Derl1	4	6	2	5	6
Tbc1d31	0	0	0	0	0
9130401M01Rik	3	2	0	2	1
Zhx1	0	0	1	0	0
Atad2	0	0	1	1	2
Wdyhv1	0	0	1	0	0
Fam91a1	0	1	0	3	0
Tmem65	1	0	0	1	1
Trmt12	0	1	0	0	1
Rnf139	0	0	2	0	1
Tatdn1	2	2	1	2	2
Ndufb9	12	7	14	26	17
Mtss1	0	0	1	1	2
Sqle	0	3	3	1	4
Washc5	0	0	0	1	0
Nsmce2	2	0	1	2	1
Trib1	0	0	0	2	1
Myc	0	1	0	1	1
Fam49b	0	1	0	1	1
Asap1	1	0	2	1	1
Adcy8	1	0	1	1	0
Efr3a	1	0	0	5	4
Kcnq3	0	0	1	0	1
Phf20l1	0	1	0	1	2
Ndrg1	1	1	1	5	4
St3gal1	0	0	0	1	1
Zfat	0	0	1	0	1
Gm10240	1	1	1	1	0
Khdrbs3	1	1	0	0	1
AC157602.1	0	0	0	1	0
Kcnk9	0	0	0	0	1
Trappc9	1	1	0	0	3
Peg13	1	1	2	0	1
Chrac1	2	3	2	2	2
Ago2	2	1	1	1	3
Ptk2	2	1	0	0	0
Slc45a4	2	1	0	2	3
Ptp4a3	1	2	0	2	5
Gm3244	3	3	3	4	9
Adgrb1	2	2	1	0	2
Lynx1	4	5	2	2	2
Ly6d	0	1	1	1	2
Cyp11b1	0	2	1	0	1
Ly6e	4	6	8	14	16
Ly6a	3	4	4	2	1
Ly6c1	2	4	0	2	2
Ly6c2	0	0	0	0	0
Ly6h	10	8	3	6	5
Gpihbp1	0	1	1	1	1
Zfp41	0	0	0	0	2
Top1mt	0	0	0	2	2
0prt	0	0	0	0	3
Eef1d	2	9	9	8	9
Pycrl	0	0	1	0	3
Tsta3	2	1	0	3	2
Zfp707	0	0	1	0	0
Ccdc166	0	0	0	0	0
K230010J24Rik	0	0	0	0	0
Scrib	0	0	1	1	1
Puf60	5	3	4	10	15
Nrbp2	1	0	0	1	2
Plec	4	2	0	6	3
Gri0	2	5	4	6	6
Oplah	2	1	0	1	1
Exosc4	1	2	2	3	3
Gpaa1	0	0	2	2	1
Rps6-ps1	1	0	2	0	5
Cyc1	4	5	4	8	10
Sharpin	1	1	0	2	1
Maf1	2	0	0	1	6
Gm35339	1	0	0	0	0
Mroh1	2	1	1	1	1
Bop1	0	0	0	0	1
Scx	2	0	0	0	1
Hsf1	3	2	0	0	0
Dgat1	2	5	3	3	3
AC157566.2	1	0	0	0	0
Fbxl6	1	2	1	1	3
Slc52a2	0	0	1	0	0
Adck5	1	1	1	4	3
Cpsf1	1	1	1	4	2
Vps28	6	5	2	6	5
Cyhr1	0	7	5	5	5
Kifc2	3	2	4	2	0
Ppp1r16a	1	1	1	3	1
Gpt	1	3	0	0	0
Mfsd3	0	0	1	0	1
Lrrc14	0	0	0	2	2
Lrrc24	2	0	0	1	0
C030006K11Rik	1	1	0	0	3
Arhgap39	0	0	0	0	1
Zfp251	1	0	0	0	2
Rpl8	29	28	22	52	78
1110038F14Rik	1	2	1	3	4
Apol6	2	0	0	1	1
Rbfox2	1	2	2	2	3
Apol8	0	0	1	0	0
Myh9	2	5	0	4	4
Txn2	3	7	10	6	3
Eif3d	6	3	4	7	8
Cacng2	2	1	1	1	0
Ift27	0	6	0	2	2
Pvalb	0	1	2	0	1
Ncf4	0	1	0	0	0
Csf2rb2	0	0	0	0	1
Csf2rb	0	0	0	3	2
Tst	2	4	5	5	6
Mpst	1	1	0	1	2
Kctd17	1	1	2	3	3
C1qtnf6	2	0	0	0	4
Sstr3	0	0	0	0	1
Rac2	0	0	0	0	2
Cyth4	0	0	0	0	1
Elfn2	1	0	0	0	0
Cdc42ep1	0	0	0	1	2
Gga1	2	2	0	1	3
Sh3bp1	1	0	0	0	0
Pdxp	1	3	2	0	2
Lgals1	15	26	17	28	51
Nol12	0	1	3	1	1
Triobp	0	1	0	0	1
H1f0	3	0	3	2	3
Gcat	0	0	0	0	1
Ankrd54	0	0	0	0	1
Eif3l	1	3	3	10	12
Micall1	1	1	0	2	0
Polr2f	4	4	2	12	5
Sox10	0	1	0	0	3
Pick1	1	1	1	3	3
Maff	0	1	0	0	1
Tmem184b	3	1	0	0	0
Csnk1e	2	0	0	1	1
Kdelr3	0	0	0	2	0
Ddx17	1	2	4	5	6
Cby1	2	0	1	2	0
Tomm22	3	0	1	7	4
Josd1	2	0	0	1	3
Gtpbp1	0	1	0	0	2
Sun2	0	0	0	0	2
D0l4	2	1	0	2	1
Nptxr	2	5	3	1	1
Cbx6	4	0	4	3	3
Apobec3	1	0	1	2	2
Cbx7	1	0	1	1	0
Rpl3	43	30	32	69	96
Syngr1	6	5	4	2	3
Tab1	0	0	0	1	1
Mgat3	0	1	0	3	1
Mief1	0	0	0	0	1
Atf4	3	0	1	2	5
Rps19bp1	0	2	1	2	4
Cac01i	2	1	0	0	0
Tnrc6b	6	1	4	5	8
Adsl	1	3	1	4	2
Gm6612	0	0	1	0	1
Sgsm3	0	0	0	2	1
Mkl1	1	0	0	0	5
Mchr1	1	1	0	0	0
Slc25a17	2	3	1	1	0
St13	1	7	4	3	3
Xpnpep3	0	0	0	2	2
Rbx1	6	7	9	14	23
1110025M09Rik	0	1	0	1	1
Ep300	2	1	0	1	0
L3mbtl2	2	0	0	2	0
Chadl	0	1	0	0	0
Rangap1	7	3	1	2	5
Zc3h7b	1	1	1	1	4
Tef	4	4	2	0	2
Tob2	0	0	1	0	0
Phf5a	1	0	0	2	4
Aco2	9	6	6	8	9
Polr3h	2	0	1	2	2
Csdc2	1	1	2	2	3
Pmm1	7	5	3	4	7
Gm5805	1	3	1	1	1
Xrcc6	0	1	0	1	1
Desi1	1	1	0	0	3
Snu13	5	2	3	4	6
Ccdc134	0	0	0	1	1
Srebf2	1	2	3	5	4
Cenpm	0	0	0	0	2
1500009C09Rik	5	5	4	2	8
03-Sep	1	0	2	0	0
0ga	0	0	0	1	1
Smdt1	11	9	13	14	11
Ndufa6	11	23	13	24	42
Cyp2d22	0	0	0	0	1
Tcf20	0	3	1	2	3
Serhl	0	1	0	3	0
Rrp7a	1	0	1	1	4
Poldip3	1	1	0	5	1
Cyb5r3	3	4	2	8	10
Arfgap3	0	0	0	1	2
Pacsin2	1	0	3	4	1
Ttll1	2	2	1	1	2
Mcat	1	2	0	2	0
Tspo	5	12	6	6	12
Ttll12	0	0	0	1	4
Scube1	0	0	0	0	1
Mpped1	0	0	0	0	0
Sult4a1	9	3	4	3	4
Pnpla3	2	0	0	0	2
Samm50	4	2	2	6	6
Parvb	1	0	0	0	0
1810041L15Rik	0	0	1	0	0
Rtl6	2	1	0	1	2
Prr5	0	0	0	0	1
Phf21b	0	1	0	0	0
Gm29666	0	0	1	0	0
Nup50	0	0	0	1	4
