	OvaryPrepubertalDHT1	OvaryPrepubertalDHT2	OvaryPrepubertalDHT3	OvaryPrepubertalDHT4	OvaryPrepubertalCNT2	OvaryPrepubertalCNT3	OvaryPrepubertalCNT4
Gm13402	0	0	0	1	0	0	0
Rapgef1	137	48	121	134	102	120	55
Gm9823	2	0	0	0	0	0	1
Trub2	56	38	54	59	61	59	34
Coq4	61	20	45	50	52	36	34
Slc27a4	97	24	89	58	56	65	42
Urm1	117	56	120	124	121	118	63
2600006K01Rik	15	0	5	6	3	10	3
Cercam	36	9	35	31	33	29	12
Odf2	87	35	64	91	62	61	35
Gm23865	0	0	0	0	0	0	0
Gle1	116	66	104	140	93	81	53
Sptan1	307	143	250	333	220	210	166
Wdr34	38	25	29	50	62	39	25
Set	532	307	459	553	582	525	296
Pkn3	22	8	24	19	17	20	11
Zdhhc12	82	19	65	49	59	48	39
Zer1	39	14	32	43	35	30	33
Tbc1d13	57	31	39	46	36	29	13
Slc39a1-ps	0	0	1	1	0	1	0
Endog	21	13	6	11	10	10	10
Spout1	66	27	58	66	57	52	21
Kyat1	33	11	29	25	27	29	12
1700084E18Rik	2	0	2	3	1	1	2
Lrrc8a	47	20	48	43	31	30	32
Phyhd1	2	0	0	0	2	4	1
Dolk	60	17	44	48	55	56	27
Nup188	33	26	27	53	22	27	14
Gm14471	0	1	1	2	4	1	1
Sh3glb2	58	27	59	85	42	46	29
Miga2	50	24	23	33	25	21	20
Dolpp1	29	11	27	28	33	24	23
Crat	55	24	53	53	52	42	26
Gm16323	0	0	0	0	1	3	0
Ptpa	229	109	242	246	234	186	113
Ier5l	17	4	22	9	10	9	9
Cstad	8	1	10	9	7	7	6
9330198N18Rik	3	0	2	0	5	4	0
Gm14486	9	3	10	8	5	1	1
Gm14488	5	1	7	0	2	3	1
1700001O22Rik	1	0	0	0	1	1	1
Ntmt1	212	67	171	195	161	138	77
Asb6	66	19	47	54	39	42	23
Prrx2	8	0	3	0	2	1	4
Ptges	128	114	122	262	125	117	55
Gm13400	0	0	0	0	2	1	1
Tor1b	118	38	100	96	96	98	59
Tor1a	99	36	83	111	92	77	29
BC005624	154	81	130	172	139	108	54
Usp20	80	29	67	47	59	48	25
Fnbp1	86	29	70	73	82	71	37
D330023K18Rik	65	21	47	65	57	45	22
Gpr107	173	63	151	152	111	108	61
Gm13405	0	0	0	0	0	1	0
Ncs1	10	3	7	9	8	8	2
Hmcn2	0	1	1	1	2	2	1
Ass1	72	108	34	199	6	9	7
Fubp3	72	27	67	59	56	57	26
Exosc2	86	43	84	109	115	83	45
Gm13427	0	0	2	0	0	0	0
Abl1	113	51	85	134	73	78	36
Gm13441	1	2	0	3	2	0	0
Lamc3	30	34	11	58	19	20	10
Aif1l	169	54	149	138	146	232	111
Gm13442	4	0	0	0	1	1	0
Nup214	82	57	73	111	78	56	31
Gm13608	1	0	0	0	0	2	0
Gm13609	0	1	1	1	0	2	2
Fam78a	29	26	17	58	22	18	8
Gm16534	1	0	1	0	0	1	1
Mir7674	1	0	0	1	1	1	0
Plpp7	29	12	28	29	21	31	17
Prrc2b	197	105	169	268	158	113	84
Gm27805	0	1	0	0	0	0	0
Gm25632	0	1	0	0	0	1	0
Gm13610	3	0	2	1	1	1	1
Pomt1	86	48	59	100	77	72	44
Uck1	107	107	115	188	125	125	42
Gm13611	12	18	12	19	17	24	14
Swi5	1135	568	1062	1232	1064	1053	440
Golga2	115	54	96	128	136	111	63
Dnm1	18	2	8	11	20	8	9
Mir199b	0	2	2	1	2	3	0
Ciz1	95	41	78	113	66	57	37
1110008P14Rik	362	301	315	495	244	261	107
Lcn2	118	308	84	474	18	64	30
Ptges2	38	22	28	44	22	22	7
Gm13413	1	3	1	3	3	4	3
Slc25a25	40	9	28	13	31	42	10
0if1	9	3	6	12	12	8	4
Fam102a	39	22	26	46	36	30	18
Dpm2	203	69	163	139	167	160	97
St6gal0c4	37	19	42	46	52	35	17
St6gal0c6	92	29	81	67	70	85	42
Ak1	134	13	140	28	134	97	80
Eng	212	51	186	115	184	173	114
Mir1954	0	0	0	0	0	0	0
Gm26236	1	0	1	0	0	0	0
Fpgs	33	16	21	28	20	17	12
Cdk9	74	30	79	78	49	57	31
Sh2d3c	31	11	31	28	27	40	17
6330409D20Rik	0	0	0	0	1	2	0
Ttc16	1	0	0	1	4	1	0
Tor2a	94	47	85	85	94	81	41
Ptrh1	54	12	41	28	23	35	11
Cfap157	6	1	4	1	5	1	1
Stxbp1	45	12	41	29	32	41	17
Gm24165	0	0	0	0	0	1	0
Gm13524	1	1	0	0	0	2	0
Gm13523	1	0	0	0	1	1	0
Fam129b	77	31	47	64	42	38	27
Lrsam1	20	18	18	30	15	19	12
Rpl12	1345	1020	1253	1820	2572	2410	994
Slc2a8	40	11	34	39	25	17	20
Garnl3	16	8	12	13	8	13	5
Gm38299	2	4	1	4	1	5	1
Ralgps1	13	1	10	18	4	10	7
Gm13528	1	0	0	0	0	0	0
Angptl2	45	31	30	72	33	39	25
Gm13537	2	0	1	3	3	1	4
Zbtb34	21	6	13	17	11	6	3
Zbtb43	28	9	25	21	15	17	5
Gm13529	2	1	0	1	0	0	0
Mvb12b	27	20	17	33	16	25	7
Nron	0	0	0	1	1	0	0
Gm13404	0	0	0	0	0	0	0
Pbx3	52	21	53	51	49	64	24
C79798	0	0	0	0	0	2	1
Mapkap1	80	38	77	90	74	56	37
Gm13408	70	54	63	110	123	126	120
Gm13414	4	1	4	6	7	4	3
Gapvd1	134	84	136	196	145	127	72
Hspa5	1157	745	1085	1337	1145	962	627
Rabepk	102	32	68	88	86	68	37
Fbxw2	157	74	124	144	95	117	45
Psmd5	176	62	136	145	135	123	63
Cutal	2	1	2	5	1	1	1
Phf19	3	2	1	7	6	2	2
Gm13448	0	0	0	0	0	0	0
Traf1	8	10	3	11	11	5	3
Hc	4	1	5	1	2	4	2
AI182371	0	0	0	3	3	1	0
Cntrl	62	25	62	95	70	76	35
Rab14	589	256	516	562	525	536	243
Gsn	457	232	366	754	307	350	190
Gm43128	4	0	0	2	0	1	1
Stom	96	41	68	62	57	41	19
Gm13443	13	6	14	6	14	15	12
Ggta1	32	7	19	16	11	28	11
Gm43761	1	2	3	0	0	3	1
Gm13445	0	0	0	0	1	0	0
Gm13446	0	0	2	3	1	0	2
Dab2ip	82	26	75	83	79	65	32
Ttll11	7	3	2	9	2	10	3
Gm43760	0	0	0	1	1	0	0
Gm10829	6	1	2	4	4	9	2
Ndufa8	614	256	497	526	549	483	269
Morn5	0	0	1	1	1	2	3
Lhx6	11	0	7	4	7	2	5
Rbm18	76	42	73	88	77	71	36
Mrrf	57	25	49	60	80	64	36
Gm13428	0	0	0	0	0	0	0
Gm13431	2	1	4	3	1	2	1
Ptgs1	85	9	61	25	45	65	24
Gm43621	0	0	0	0	0	1	0
Olfr338	0	0	0	0	0	0	0
Gm13430	7	6	2	13	4	7	2
Gm13436	46	23	54	73	54	51	25
Gm13437	0	1	0	0	1	1	0
Gm13435	0	0	0	0	0	1	0
Pdcl	84	40	63	97	74	64	38
Rc3h2	145	89	123	195	115	121	49
Snord90	0	0	0	1	3	3	0
Zbtb6	25	13	30	40	27	29	17
Zbtb26	18	8	11	17	15	18	6
Rabgap1	147	61	125	173	152	103	57
Strbp	161	52	147	145	186	177	104
Gm17893	0	0	0	0	3	1	0
Gpr21	1	0	1	3	3	2	2
Gm44063	1	0	1	0	2	0	0
Gm13543	2	0	0	0	0	0	0
Mir5128	2	0	6	1	4	2	1
Crb2	8	4	5	2	4	1	3
Dennd1a	41	21	38	57	39	36	16
Gm44283	0	0	5	2	2	2	0
Gm44443	0	0	0	1	0	0	0
Gm44291	9	5	6	5	8	7	4
Gm44455	1	1	0	1	0	0	0
Lhx2	0	0	0	0	0	0	0
Gm13588	0	0	0	1	2	1	3
Nek6	148	25	105	90	70	76	53
Gm35808	1	0	0	1	0	0	0
Gm44183	0	0	0	1	1	0	0
Psmb7	691	304	638	620	707	661	280
Gm13586	1	0	2	6	3	1	0
Adgrd2-ps	0	2	0	2	0	0	0
Nr5a1	380	287	305	564	230	208	120
Nr5a1os	5	0	0	4	2	2	0
Nr6a1	14	8	16	24	10	13	5
Rpl15-ps4	0	0	1	1	0	0	0
Nr6a1os	6	7	7	20	3	7	2
Mir181a-2	0	1	1	0	2	0	0
Gm44144	3	0	0	0	0	3	0
Mir181b-2	2	0	0	5	6	2	0
5730507A11Rik	3	2	2	14	7	5	1
Olfml2a	71	45	82	59	78	60	32
Gm13473	0	0	1	1	2	0	0
Gm13474	1	0	1	0	0	1	0
Gm13496	2	0	0	3	3	2	2
Wdr38	14	6	7	18	12	10	6
Rpl35	3759	2711	3243	4007	4054	3812	2111
Arpc5l	210	101	190	196	217	236	112
Golga1	43	24	40	44	47	52	24
Scai	52	27	34	89	67	55	20
Gm18791	0	0	0	0	1	0	0
Gm16523	2	3	4	11	7	7	5
Gm44027	5	1	5	9	5	7	3
Ppp6c	98	54	89	108	86	88	46
Gm13511	0	1	1	1	0	0	0
Gm13453	9	6	11	6	6	5	1
Gm13456	257	125	220	271	310	282	247
Lrp1b	0	1	0	3	0	0	0
Gm13461	13	11	11	11	12	8	8
Gm13464	1	1	1	0	0	0	0
Kynu	0	0	2	0	1	1	0
Arhgap15	14	7	8	13	53	42	20
Arhgap15os	12	4	10	5	16	18	8
Gtdc1	54	5	33	26	13	7	7
Gm13477	2	1	1	1	0	0	0
Zeb2	297	131	215	315	263	215	118
Mir5129	2	0	0	0	0	0	0
Zeb2os	22	12	22	35	16	11	8
Gm13465	3	0	1	3	5	3	0
Gm13470	3	2	2	1	3	3	2
Gm13481	1	0	3	0	3	5	0
Gm13472	1	5	2	2	5	4	4
Acvr2a	25	10	15	28	21	18	14
Orc4	89	34	74	93	66	65	32
Mbd5	52	18	46	63	63	59	28
Gm13510	0	0	0	0	0	0	0
Gm13509	42	17	29	40	31	22	30
Gm13508	0	0	0	1	0	0	1
Epc2	63	42	55	125	72	43	29
Kif5c	11	7	9	20	9	11	5
Gm13525	0	1	1	1	3	1	1
Lypd6b	4	0	3	4	3	1	2
Lypd6	10	0	4	13	12	4	2
Mmadhc	232	114	211	196	247	215	121
Gm13483	11	1	5	4	14	14	3
Gm48908	1	0	1	0	1	3	0
Gm13488	0	1	0	2	2	2	4
Gm13487	1	2	0	2	0	2	0
Gm13498	31	19	28	30	32	29	34
Rnd3	42	5	41	20	31	30	17
Gm13499	1	0	0	0	1	1	1
1700057H21Rik	0	0	0	1	0	0	0
Gm13491	0	1	0	0	0	0	0
Gm13493	100	44	99	105	115	88	27
Rbm43	45	28	42	62	37	42	18
Nmi	50	45	76	72	39	48	26
Tnfaip6	16	4	9	3	9	12	3
Rif1	68	53	64	155	70	76	34
Neb	24	31	23	74	29	43	22
Gm13521	0	0	2	0	0	1	0
Gm13522	14	3	9	2	15	14	15
Arl5a	151	45	112	116	191	248	101
A430018G15Rik	22	11	27	45	32	18	7
Cacnb4	4	9	8	20	1	2	0
Bloc1s2-ps	21	14	12	16	26	18	17
Stam2	74	32	60	67	54	67	35
Gm13548	1	0	0	0	0	0	0
Fmnl2	79	40	89	108	75	84	56
Gm26603	1	0	1	1	2	1	0
Prpf40a	225	95	183	254	243	255	111
Arl6ip6	93	32	66	88	78	77	35
Gm13503	0	0	0	1	0	0	0
Gm13502	71	9	84	5	42	59	12
Rprm	4	0	1	1	1	0	0
Gm22298	0	0	0	0	0	0	0
Galnt13	0	0	0	0	1	0	3
Gm14032	0	0	3	0	0	0	0
Gm26794	0	0	0	1	1	0	0
Kcnj3	10	10	4	39	8	7	1
Gm13517	0	0	1	1	0	0	0
Nr4a2	11	5	12	9	12	16	6
BB557941	1	2	1	5	4	1	1
A930012O16Rik	4	2	4	7	2	4	3
Gpd2	65	22	63	62	86	82	39
Gm13535	0	1	2	0	0	2	0
Gm13532	17	5	9	18	17	17	10
Galnt5	0	0	0	1	0	1	0
Gm13534	1	0	1	0	0	1	0
Cytip	10	3	7	13	3	6	0
Acvr1c	5	4	4	18	1	6	1
Gm13544	0	1	0	0	1	0	0
Acvr1	215	37	165	72	74	66	31
Gm17409	0	1	0	1	0	1	0
Upp2	39	11	21	36	13	13	10
Gm13558	3	0	0	0	0	0	0
Gm13559	7	3	6	6	2	1	4
Ccdc148	1	2	1	3	1	1	0
Pkp4	104	69	74	114	113	78	35
5330411J11Rik	0	2	1	4	0	0	0
Gm13549	1	1	3	3	1	1	1
Dapl1	2	2	0	3	1	0	1
Gm13552	11	4	10	12	5	17	6
Tanc1	130	92	88	227	152	117	66
Wdsub1	31	24	37	63	40	32	13
Baz2b	196	121	145	280	169	160	94
Gm13574	0	0	1	0	0	1	0
Gm13572	0	0	1	0	1	0	0
Gm13570	1	2	0	1	1	0	1
Gm13620	0	1	0	1	0	1	0
Ldha-ps	1	2	7	6	5	2	7
07-Mar	149	103	135	235	178	155	96
Cd302	268	203	250	457	178	161	106
Gm13573	35	31	26	38	32	34	45
Ly75	9	5	9	9	2	4	2
Pla2r1	41	27	15	51	28	16	10
Gm13583	0	1	1	2	0	0	0
Itgb6	0	0	0	0	0	0	0
Rbms1	290	157	234	363	281	224	119
Tank	93	47	70	68	71	70	31
Psmd14	306	102	259	232	276	272	143
Gm25966	0	0	0	0	0	0	0
Slc4a10	0	0	0	1	0	0	0
Dpp4	13	3	2	18	3	10	5
Gcg	1	0	1	0	1	0	0
Fap	13	2	6	4	13	17	4
Ifih1	44	23	31	37	53	49	20
Gca	4	11	5	30	6	8	3
Kcnh7	0	0	0	0	2	2	0
Fign	5	5	4	10	4	2	1
Gm13577	2	2	5	5	6	5	1
Gm13578	0	0	0	2	0	1	0
Grb14	232	424	241	982	324	306	184
Cobll1	221	59	166	111	133	142	63
Gm13594	10	2	9	9	12	4	2
Gm13592	2	0	1	0	0	0	0
Gm13593	0	0	0	0	0	0	0
Slc38a11	3	2	2	5	3	7	3
Scn3a	10	4	3	8	5	9	3
Scn2a	3	2	4	4	3	3	0
Csrnp3	18	14	19	93	28	22	11
Galnt3	1	1	1	3	0	0	0
Ttc21b	44	18	32	44	33	31	21
Scn1a	0	0	0	0	0	2	0
Rpl35-ps1	0	2	1	1	3	0	3
Scn9a	0	0	0	1	0	0	0
Scn7a	15	5	17	36	15	16	4
Gm13600	0	1	0	0	0	1	0
Gm13602	1	1	0	1	4	0	1
Xirp2	0	0	2	0	0	0	0
B3galt1	0	1	2	1	2	2	1
Gm13604	1	5	3	10	3	5	7
Gm13603	1	1	0	1	0	1	0
Gm13607	1	0	0	0	0	0	0
Stk39	106	52	78	124	142	110	58
Gm13596	0	0	0	0	0	1	0
Gm13597	10	5	9	4	4	4	1
Gm13612	2	1	2	5	1	1	2
Cers6	151	69	99	123	46	57	25
Gm37159	2	0	0	2	1	0	0
Gm38236	3	0	1	0	0	1	0
Gm37651	3	2	1	8	2	0	0
Gm37747	3	1	2	11	2	0	1
Gm37666	23	24	22	33	14	8	6
Gm38377	4	2	1	6	0	3	0
Nostrin	38	11	24	17	39	52	35
Spc25	53	21	33	79	49	42	23
G6pc2	0	0	0	1	0	0	0
Abcb11	0	0	0	0	0	0	0
Dhrs9	1	1	0	2	1	0	0
Lrp2	3	2	2	2	1	2	1
Bbs5	25	19	20	38	21	23	11
Klhl41	0	0	0	0	0	0	0
Fastkd1	22	22	27	46	28	23	21
Ppig	212	98	186	253	255	218	129
Gm13622	16	8	12	20	13	15	4
Ccdc173	21	4	8	20	12	19	13
Gm13623	16	10	10	27	22	20	20
Phospho2	58	21	28	48	32	39	17
Gm13624	3	3	3	0	1	2	3
Klhl23	83	103	81	240	85	69	41
Ssb	417	206	344	468	483	416	165
Mettl5	73	24	64	78	65	42	23
Gm13625	0	0	0	1	0	0	0
Mettl5os	7	4	5	5	5	3	5
Ubr3	135	62	131	140	133	121	76
Rpl9-ps7	470	350	334	603	578	541	415
Sp5	2	1	1	3	1	1	0
Erich2os	0	0	1	0	0	0	0
Erich2	1	0	0	1	0	2	0
Gad1	0	0	0	0	0	0	0
Gm26558	0	0	1	1	1	2	0
Gorasp2	207	87	200	198	153	156	111
Tlk1	84	43	64	87	80	77	43
Mettl8	25	9	25	39	33	26	22
Dcaf17	91	31	64	104	114	90	68
Cybrd1	9	1	16	10	19	12	9
Dync1i2	499	270	477	458	705	603	345
Slc25a12	94	53	78	96	70	64	34
Gm13641	11	13	9	12	21	17	15
Hat1	91	66	108	183	137	127	62
Gm13642	2	0	1	0	0	1	0
Metap1d	134	84	133	180	97	70	51
Gm23253	1	0	0	1	0	1	0
Dlx1as	0	0	0	1	0	0	0
Platr26	2	1	0	0	1	0	0
Itga6	150	47	95	123	125	141	59
Pdk1	43	26	37	45	22	34	18
Rapgef4	57	67	46	191	59	49	28
Rapgef4os2	0	0	0	1	0	0	0
Map3k20	55	25	39	74	37	36	26
Zakit	6	1	1	2	5	0	0
Cdca7	36	35	41	76	51	47	9
Eif1-ps3	1	0	0	0	1	2	2
Pex13-ps	1	0	0	0	0	0	1
6430710C18Rik	0	1	1	7	1	1	1
Sp3	109	46	78	129	80	78	49
Gm25960	0	0	1	0	0	0	0
Hspe1-ps5	3	3	3	3	20	12	8
Sp3os	53	33	52	92	65	36	32
Ola1	151	91	139	160	232	261	92
Gm13665	4	2	2	9	3	4	3
Gm13666	3	0	1	5	4	3	6
Cir1	110	71	118	175	127	116	63
Scrn3	37	23	22	57	62	39	26
Gpr155	10	12	18	45	17	7	3
Gm13703	0	0	0	1	0	0	1
Gm13709	0	0	0	1	0	0	0
D230022J07Rik	1	4	3	9	10	2	2
Wipf1	44	16	20	48	31	27	13
Chr01os	29	9	24	19	32	23	14
Chn1os3	8	4	4	9	5	6	5
Chn1	4	6	5	14	18	14	6
Atf2	113	94	93	174	116	113	47
Gm10822	3	2	3	6	2	0	2
Atp5g3	1395	1173	1177	1950	1465	1746	1027
Gm13668	0	0	0	0	0	0	0
Lnpk	24	18	24	31	29	27	18
Mrpl23-ps1	73	40	47	85	65	63	51
Hoxd11	3	0	3	9	2	3	1
Gm28309	0	0	0	1	0	0	0
Hoxd10	73	17	65	68	56	35	21
Gm14396	2	1	4	0	3	0	3
Gm28793	2	0	0	0	0	0	0
Hoxd9	47	13	48	59	30	20	20
Hoxd3os1	47	19	37	67	47	49	19
Hoxd8	88	42	70	110	101	73	47
Hoxd3	8	5	5	5	10	5	1
Mir10b	3	0	2	6	1	4	2
Haglr	0	1	0	0	0	0	0
Gm14424	0	1	0	0	1	1	0
Mtx2	135	56	105	119	90	98	68
Gm14425	0	0	0	1	2	0	0
Gm14427	2	0	1	1	2	0	0
2600014E21Rik	7	1	1	1	2	3	0
Rps6-ps4	128	50	89	114	102	105	52
Gm13653	6	8	5	16	8	6	10
Hnrnpa3	1195	691	1161	1508	1241	1079	392
Nfe2l2	264	93	246	211	190	235	97
E030042O20Rik	2	0	1	2	3	2	2
Gm13657	3	3	1	4	1	1	0
Gm13669	4	1	2	3	3	3	3
Agps	73	31	47	65	70	50	22
Ttc30b	19	4	26	23	41	20	15
Ttc30a2	1	3	1	0	0	1	0
Ttc30a1	15	6	8	10	15	5	4
Pde11a	1	0	1	4	0	0	0
Cyct	0	0	0	0	0	0	0
Rbm45	15	5	13	18	11	7	4
Osbpl6	28	22	21	54	19	27	6
Prkra	53	53	61	94	78	92	44
Pjvk	0	0	1	1	2	0	0
Fkbp7	167	99	128	191	132	129	69
Plekha3	46	18	37	41	38	53	19
Ttn	6	1	8	7	6	1	1
Ccdc141	35	23	42	59	39	57	38
Sestd1	56	22	59	74	66	75	27
Gm13650	0	0	0	0	3	1	0
Gm13651	3	2	3	8	1	3	7
Gm13649	0	2	0	0	0	0	0
Zfp385b	28	36	24	138	19	13	11
Gm13944	0	2	0	7	0	0	1
Cwc22	57	41	64	73	76	58	26
Gm14461	8	4	3	12	1	2	0
Ube2e3	124	65	121	172	106	122	64
Gm37004	0	2	0	0	1	0	0
Itga4	15	12	9	19	12	9	4
Cerkl	2	1	2	4	4	3	1
Ssfa2	47	24	27	52	40	18	20
Pde1a	56	17	67	38	97	80	54
Prdx6b	1	2	0	3	2	1	1
D0jc10	127	68	102	136	125	100	56
Gm13752	3	1	2	3	2	0	0
Frzb	27	7	41	22	18	20	12
Gm13687	5	0	1	2	3	2	1
Nckap1	239	92	189	214	209	212	107
Gm13689	2	1	5	4	3	0	1
Gm24461	0	0	2	0	1	0	0
Gm13688	0	1	1	0	0	0	0
Dusp19	28	8	27	18	26	23	12
Nup35	66	28	42	89	71	59	22
Mir684-1	0	0	0	2	1	3	2
Gm13690	0	0	0	4	0	2	2
Gm4735	60	15	52	42	33	37	41
Zfp804a	0	0	0	0	1	0	0
Gm13675	0	1	1	3	0	0	1
Gm13680	264	213	214	412	312	316	363
Gm13679	3	2	0	3	4	5	0
Zc3h15	251	137	239	271	232	251	107
Itgav	146	93	116	177	127	130	60
Gm13684	6	3	1	4	5	0	1
Dnmt3l-ps1	2	0	2	5	0	0	0
Fam171b	10	8	5	27	14	11	9
Gm13696	1	0	0	0	0	0	0
Gm13694	3	0	1	0	2	1	2
Calcrl	43	14	26	42	40	38	16
Tfpi	195	83	190	246	168	185	82
Gm13710	3	3	2	4	1	0	1
Ctnnd1	77	28	58	109	107	86	50
Btbd18	0	1	1	0	0	0	1
Selenoh	290	185	274	438	448	370	153
Tmx2	128	40	125	90	121	109	37
Med19	59	25	36	45	49	40	19
Zdhhc5	103	39	84	93	81	71	30
n-R5s200	0	1	0	2	0	0	2
Clp1	35	17	26	39	38	27	9
Ypel4	3	2	4	2	1	5	1
Mir130a	2	2	3	3	3	2	0
Gm19426	4	1	9	8	3	9	2
Serping1	307	153	280	484	214	227	121
Ube2l6	74	33	67	72	54	59	35
Timm10	198	105	159	191	169	226	99
Slc43a1	16	3	11	8	7	8	5
Rtn4rl2	1	0	1	0	0	0	0
Slc43a3	172	46	146	141	149	111	57
Prg2	0	0	0	0	0	0	0
P2rx3	0	1	0	0	1	2	0
Ssrp1	220	106	188	204	169	161	104
Tnks1bp1	93	18	65	72	55	58	35
4930443O20Rik	0	0	1	1	0	0	0
Aplnr	77	22	69	32	66	64	41
Gm13712	2	0	1	0	0	1	1
Gm13713	1	0	2	4	1	2	0
Lrrc55	0	1	1	4	0	1	0
Gm13715	0	1	0	0	0	0	1
4833423E24Rik	0	0	0	0	0	1	0
Olfr1028	0	0	0	0	1	0	0
Olfr1029	17	0	10	0	5	9	2
Olfr1030	4	0	2	0	0	6	3
Olfr1032	0	0	0	0	0	0	1
Olfr1033	184	58	159	148	264	167	73
Olfr1034	11	2	6	5	6	10	4
Gm13719	0	0	0	1	0	0	0
Olfr1116	0	0	0	0	1	1	1
Gm13731	0	0	1	0	1	0	0
Gm1826	2	1	0	4	2	3	3
Olfr1124	1	0	0	2	1	3	1
Olfr1127-ps1	1	0	0	0	0	0	1
Gm13736	11	8	9	13	3	3	7
Gm13740	4	1	1	1	0	0	0
Gm13744	0	0	0	0	0	0	0
Gm13743	0	0	0	0	0	0	0
Olfr1195	0	0	1	0	0	1	0
Olfr1245	0	0	0	0	0	1	0
Olfr1246	2	0	0	0	0	0	0
Olfr1247	0	0	1	0	0	0	0
Olfr1249	0	0	0	0	0	0	0
Olfr1250	19	1	19	0	22	22	9
Olfr1251	11	0	22	0	14	18	4
Olfr1254	0	0	0	0	0	0	1
Olfr1258	2	0	1	0	0	0	0
Olfr1259	0	0	0	0	0	0	0
Olfr1260	0	0	0	0	0	1	0
Ptprj	16	11	8	25	18	11	15
4933423P22Rik	0	1	3	0	0	1	0
Nup160	43	17	31	37	27	32	19
Fnbp4	116	64	92	155	96	75	39
Rpl30-ps3	1	0	0	1	0	0	0
Agbl2	3	0	2	4	1	1	0
Gm13772	0	0	3	0	4	5	1
Mtch2	452	190	388	423	420	457	262
C1qtnf4	2	3	5	10	7	7	3
Ndufs3	460	219	355	544	374	417	219
Kbtbd4	54	16	37	72	63	49	18
Ptpmt1	87	36	46	61	66	51	24
Gm17661	1	4	4	5	2	3	0
Celf1	242	97	206	258	236	204	132
Gm13777	1	0	0	0	1	2	0
Rapsn	11	10	7	12	9	10	3
Gm13778	9	5	6	13	9	9	0
Psmc3	585	276	485	552	523	496	285
Slc39a13	60	22	46	48	26	43	24
Spi1	18	14	17	28	12	9	10
Mybpc3	11	14	5	38	9	9	4
Madd	71	18	59	36	41	45	32
Nr1h3	39	12	42	31	35	30	14
Gm13783	0	0	0	0	0	0	1
Acp2	151	65	98	126	115	84	61
Ddb2	35	15	29	42	25	17	14
A330069E16Rik	35	11	18	22	41	35	23
Gm17281	0	0	0	0	2	0	0
Pacsin3	57	36	43	99	42	28	19
Arfgap2	188	97	169	255	132	121	69
1110051M20Rik	72	44	81	94	59	51	33
Gm13787	5	1	1	4	1	4	0
Gm22071	3	0	2	5	1	2	0
Lrp4	36	22	21	42	10	7	11
Gm13770	0	0	0	0	0	0	0
Ckap5	98	52	87	158	119	99	47
F2	2	7	6	4	5	2	0
Gm13771	3	1	3	1	1	2	0
Zfp408	54	35	58	63	49	44	14
Arhgap1	141	57	128	147	107	108	67
Atg13	98	32	67	85	53	60	34
Harbi1	42	15	21	37	33	23	15
Gm13776	9	5	1	5	3	4	0
Ambra1	70	35	58	78	55	44	28
Chrm4	1	1	1	1	0	2	0
Mdk	180	77	143	182	177	165	93
Dgkz	94	30	74	70	66	76	41
Gm9821	0	2	3	1	0	3	0
Creb3l1	99	17	68	49	54	59	39
2900072N19Rik	0	0	0	0	1	0	1
Phf21a	153	69	127	197	141	142	70
Mir1955	0	0	0	0	1	2	0
Gm13786	0	0	0	0	1	0	1
Gm13785	0	0	0	0	0	0	0
Large2	14	10	6	39	9	5	5
Pex16	147	28	131	68	100	124	45
1700029I15Rik	9	1	6	5	3	3	1
Mapk8ip1	32	9	21	41	34	18	12
Cry2	36	19	44	39	36	41	23
D930015M05Rik	2	0	1	1	1	0	3
Slc35c1	40	9	43	38	46	21	15
Gm13814	0	1	0	0	1	0	0
Gm13815	5	8	2	5	9	13	15
Chst1	38	8	26	21	28	45	12
Gm13816	0	0	1	0	0	1	0
Gm13791	0	0	0	0	0	0	0
Syt13	4	1	2	5	5	3	1
Prdm11	64	30	60	51	49	49	23
4631405J19Rik	2	2	8	0	8	25	3
Trp53i11	168	63	141	167	127	130	86
Tspan18	62	34	76	72	57	48	30
Cd82	149	69	107	181	87	93	44
Alx4	1	0	1	0	1	1	0
Ext2	143	50	101	132	87	63	42
Accs	26	16	22	34	23	18	12
Accsl	9	9	7	21	8	8	5
Gm1335	1	0	0	1	1	0	0
Gm13889	29	2	19	19	18	22	12
Alkbh3os1	0	1	1	0	0	0	0
Alkbh3	78	27	73	56	69	84	46
Hsd17b12	363	107	334	195	313	313	150
Mir670hg	1	0	0	2	0	0	0
Ttc17	92	31	73	82	51	64	17
Itpa-ps1	9	8	14	8	4	6	7
2810002D19Rik	26	23	20	33	30	23	18
Api5	146	56	122	137	117	133	64
Lrrc4c	3	0	4	1	4	3	2
Gm13803	2	1	3	4	6	1	1
Gm10801	1	3	0	2	4	11	4
Gm10800	3	20	2	9	17	63	12
Gm13809	0	0	0	0	0	0	0
Gm13812	2	1	0	0	2	1	0
Gm13810	0	1	0	0	0	1	0
B230118H07Rik	91	53	96	129	120	87	54
Rag1	1	1	0	0	0	1	0
Traf6	39	22	22	45	27	23	18
Prr5l	23	4	7	29	5	19	2
Commd9	136	56	111	102	120	101	44
Ldlrad3	34	14	22	37	13	12	10
Gm13919	2	0	1	2	1	0	1
Gm13920	0	0	0	1	0	0	0
Gm13921	2	1	0	4	2	2	5
Gm13866	0	0	0	0	0	0	0
Trim44	104	56	77	126	111	93	66
Gm13868	3	0	1	6	5	3	0
Fjx1	6	1	7	3	2	6	2
Pamr1	11	17	8	27	5	15	8
